id;funcloc;material_number;equipment_description;status;sort_field;unique_id;qr_code_link;created_at
EMO003471;FP-01-GT1-CAS-CM10;10024572;"AC MOTOR;460V,60Hz,132kW,4P,315L,B35";Install;GT1.DSD6/M;5466;https://www.safesave.info/MIC.php?id=Fajar-MotorList5466;
EMO003818;FP-01-PM7-CAS-COM4;10011098;"AC MOTOR;380V,50Hz,6kW,4P,132M,V1";Available;PM7.CAS.COM4/BLOWER;5467;https://www.safesave.info/MIC.php?id=Fajar-MotorList5467;
EMO002253;FP-01-IN1-WFF-FED4;;MOTOR FEEDING 3,7 KW;Install;IN1.WFF.FED4/M-21;5468;https://www.safesave.info/MIC.php?id=Fajar-MotorList5468;
EMO002267;FP-01-IN1-WFF-ICCT-RV03;;MOTOR UNTUK CHARGING CHUTE;Install;IN1.WFF.ICCT.RV03/M/M-17;5469;https://www.safesave.info/MIC.php?id=Fajar-MotorList5469;
EMO002272;FP-01-IN1-INS-MDSY-VIBS;;MOTOR VIBRATING SCREEN 1;Install;IN1.INS.MDSY.VIBS/M/M-34A;5470;https://www.safesave.info/MIC.php?id=Fajar-MotorList5470;
EMO002273;FP-01-IN1-INS-MDSY-VIBS;;MOTOR VBRATING SCREEN 2;Install;IN1.INS.MDSY.VIBS/M/M-34B;5471;https://www.safesave.info/MIC.php?id=Fajar-MotorList5471;
EMO002274;FP-01-IN1-INS-MDSY-MCEL;;MOTOR MEDIUM CIRCULATING ELEVATOR;Install;IN1.INS.MDSY.MCEL/M/M-30;5472;https://www.safesave.info/MIC.php?id=Fajar-MotorList5472;
EMO002275;FP-01-IN1-INS-MDSY-RV04;;MOTOR MEDIUM HOPER ROTARY VALVE;Install;IN1.INS.MDSY.RV04/M/M-19;5473;https://www.safesave.info/MIC.php?id=Fajar-MotorList5473;
EMO002298;FP-01-IN1-ATF-ASCN;;MOTOR FOR ASH CONVEYOR;Install;IN1-ATF-ASCN-M/M-35;5474;https://www.safesave.info/MIC.php?id=Fajar-MotorList5474;
EMO002262;FP-01-IN1-WFF-HPR2-TRV2;;MOTOR TRANSVERSAL UNTUK OLD REFUSE HOPER;Install;IN1.WFF.HPR2.TRV2/M-87;5475;https://www.safesave.info/MIC.php?id=Fajar-MotorList5475;
EMO002276;FP-01-IN1-BIF-SOOT-BL03;;MOTOR SOOT BLOWER 1;Install;IN1.BIF.SOOT.BL03/M1;5476;https://www.safesave.info/MIC.php?id=Fajar-MotorList5476;
EMO002277;FP-01-IN1-BIF-SOOT-BL04;;MOTOR SOOT BLOWER  2;Install;IN1.BIF.SOOT.BL04/M2;5477;https://www.safesave.info/MIC.php?id=Fajar-MotorList5477;
EMO002278;FP-01-IN1-BIF-SOOT-BL05;;MOTOR SOOT BLOWER 3;Install;IN1.BIF.SOOT.BL05/M3;5478;https://www.safesave.info/MIC.php?id=Fajar-MotorList5478;
EMO002279;FP-01-IN1-BIF-SOOT-BL06;;MOTOR SOOT BLOWER 4;Install;IN1.BIF.SOOT.BL06/M4;5479;https://www.safesave.info/MIC.php?id=Fajar-MotorList5479;
EMO002280;FP-01-IN1-BIF-SOOT-BL07;;MOTOR SOOT BLOWER 5;Install;IN1.BIF.SOOT.BL07/M5;5480;https://www.safesave.info/MIC.php?id=Fajar-MotorList5480;
EMO002285;FP-01-IN1-BIF-FWTR-P042;;MOTOR FOR FEED WATER PUMP SUPLY NO 1;Install;IN1.BIF.FWTR.P042/FWPS1/M;5481;https://www.safesave.info/MIC.php?id=Fajar-MotorList5481;
EMO002286;FP-01-IN1-BIF-FWTR-P043;;MOTOR FOR FEED WATER PUMP  SUPLY NO 2;Install;IN1.BIF.FWTR.P043/FWPS2/M;5482;https://www.safesave.info/MIC.php?id=Fajar-MotorList5482;
