id;funcloc;material_number;equipment_description;status;sort_field;unique_id;qr_code_link;created_at
EMO000888;FP-01-SP3-OCC-T010-P018;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";Installed;SP3.C10/P20/M;1841;https://www.safesave.info/MIC.php?id=Fajar-MotorList1841;2023-10-21 12:20:01
EMO003668;FP-01-SP3-OCC-T010-A010;;"AC MOTOR;380V,50Hz,22kW,6P,200L,B3";Installed;SP3.C10/AGT10/M;1842;https://www.safesave.info/MIC.php?id=Fajar-MotorList1842;2023-10-21 12:20:02
EMO002007;FP-01-SP3-OCC-T009-P017;10020901;"AC MOTOR;380V,50hZ,45kW,4P,B";Installed;SP3.C9/P19/M;1843;https://www.safesave.info/MIC.php?id=Fajar-MotorList1843;2023-10-21 12:20:03
EMO000457;FP-01-SP3-OCC-T008-P016;10010560;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";Installed;SP3.C8/P18/M;1844;https://www.safesave.info/MIC.php?id=Fajar-MotorList1844;2023-10-21 12:20:04
EMO000884;FP-01-SP3-OCC-T008-P015;10010623;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";Installed;SP3.C8/P17/M;1845;https://www.safesave.info/MIC.php?id=Fajar-MotorList1845;2023-10-21 12:20:05
EMO000882;FP-01-SP3-OCC-T008-P013;;"AC MOTOR;3000V,50Hz,375kW,6P,460AB,B3";Installed;SP3.C8/P15/M;1846;https://www.safesave.info/MIC.php?id=Fajar-MotorList1846;2023-10-21 12:20:06
EMO000880;FP-01-SP3-OCC-T007-P012;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";Installed;SP3.C7/P12/M;1847;https://www.safesave.info/MIC.php?id=Fajar-MotorList1847;2023-10-21 12:20:07
EMO000881;FP-01-SP3-OCC-T007-A009;;"MOTOR AC;7,5KW;17A;6P;380V;B";Installed;SP3.C7/AGT7/M;1848;https://www.safesave.info/MIC.php?id=Fajar-MotorList1848;2023-10-21 12:20:08
EMO003404;FP-01-SP3-OCC-T006-P011;10010571;MOTOR,30KW,60A,6P,380V,B;Installed;SP3.C6/P48/M;1849;https://www.safesave.info/MIC.php?id=Fajar-MotorList1849;2023-10-21 12:20:09
EMO000878;FP-01-SP3-OCC-T006-A008;;"MOTOR AC;55KW;108A;6P;380V;B";Installed;SP3.C6/AGT6/M;1850;https://www.safesave.info/MIC.php?id=Fajar-MotorList1850;2023-10-21 12:20:10
EMO000877;FP-01-SP3-OCC-T005-P010;10020524;"AC MOTOR;380V,50Hz,90kW,4P,280M,B3";Installed;SP3.C5/P10/M;1851;https://www.safesave.info/MIC.php?id=Fajar-MotorList1851;2023-10-21 12:20:11
EMO000865;FP-01-SP3-OCC-T005-A007;10010688;"MOTOR AC;37KW;74A;6P;380V;B";Installed;SP3.C5/AGT5/M;1852;https://www.safesave.info/MIC.php?id=Fajar-MotorList1852;2023-10-21 12:20:12
EMO000875;FP-01-SP3-OCC-T004-P009;;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";Installed;SP3.P-09/M;1853;https://www.safesave.info/MIC.php?id=Fajar-MotorList1853;2023-10-21 12:20:13
EMO002906;FP-01-SP3-OCC-T004-P008;;MOTOR,AC,AEEB250M,TECO,75KW,140A,4P,380V;Installed;SP3.C4/P13/M;1854;https://www.safesave.info/MIC.php?id=Fajar-MotorList1854;2023-10-21 12:20:14
EMO000873;FP-01-SP3-OCC-T004-A006;;"MOTOR AC;75KW;143A;6P;380V;B";Installed;SP3.C4/AGT4B/M;1855;https://www.safesave.info/MIC.php?id=Fajar-MotorList1855;2023-10-21 12:20:15
EMO000872;FP-01-SP3-OCC-T004-A005;;"MOTOR AC;75KW;143A;6P;380V;B";Installed;SP3.C4/AGT4A/M;1856;https://www.safesave.info/MIC.php?id=Fajar-MotorList1856;2023-10-21 12:20:16
EMO000874;FP-01-SP3-OCC-T003-P007;10010905;"AC MOTOR;380V,50HZ,55KW,4P,B";Installed;SP3.P-14/M;1857;https://www.safesave.info/MIC.php?id=Fajar-MotorList1857;2023-10-21 12:20:17
EMO000870;FP-01-SP3-OCC-T003-A004;;"MOTOR AC;55KW;108A;6P;380V;B";Installed;SP3.C3/AGT3B/M;1858;https://www.safesave.info/MIC.php?id=Fajar-MotorList1858;2023-10-21 12:20:18
EMO000869;FP-01-SP3-OCC-T003-A003;;"MOTOR AC;55KW;108A;6P;380V;B";Installed;SP3.C3/AGT3A/M;1859;https://www.safesave.info/MIC.php?id=Fajar-MotorList1859;2023-10-21 12:20:19
EMO001941;FP-01-SP3-OCC-T002-P006;10010653;"AC MOTOR;380V,50Hz,110kW,4P,280M,B3";Installed;SP3.C2/P8/M;1860;https://www.safesave.info/MIC.php?id=Fajar-MotorList1860;2023-10-21 12:20:20
EMO003966;FP-01-SP3-OCC-T002-A002;10010688;"AC MOTOR;380V,50Hz,37kW,6P,250M,B3";Installed;SP3.OCC.M;1861;https://www.safesave.info/MIC.php?id=Fajar-MotorList1861;2023-10-21 12:20:21
EMO001629;FP-01-SP3-OCC-T001-P005;10010653;"AC MOTOR;380V,50Hz,110kW,4P,280M,B3";Available;SP3.C1/P7/M;1862;https://www.safesave.info/MIC.php?id=Fajar-MotorList1862;2023-10-21 12:20:22
EMO003132;FP-01-SP3-OCC-SR09;10011065;"AC MOTOR;380V,50HZ,5.5KW,4P,B";Installed;SP3.RJ01/M;1864;https://www.safesave.info/MIC.php?id=Fajar-MotorList1864;2023-10-21 12:20:23
EMO002923;FP-01-SP3-OCC-SR08;10020523;"AC MOTOR;380V,50HZ,55KW,4P,B";Installed;SP3.SP.30/M;1865;https://www.safesave.info/MIC.php?id=Fajar-MotorList1865;2023-10-21 12:20:24
EMO000977;FP-01-SP3-OCC-SR07;;"MOTOR AC;55KW;105A;4P;380V;B";Installed;SP3.SP.29/M;1866;https://www.safesave.info/MIC.php?id=Fajar-MotorList1866;2023-10-21 12:20:25
EMO000975;FP-01-SP3-OCC-SR05;10011050;"AC MOTOR;380V,50HZ,110KW,6P,B";Installed;SP3.SP.27/M;1867;https://www.safesave.info/MIC.php?id=Fajar-MotorList1867;2023-10-21 12:20:26
EMO001011;FP-01-SP3-OCC-SR04;10011050;"AC MOTOR;380V,50Hz,110kW,6P,315L,B3";Installed;SP3.SP.21/M;1868;https://www.safesave.info/MIC.php?id=Fajar-MotorList1868;2023-10-21 12:20:27
EMO000972;FP-01-SP3-OCC-SR03;;"MOTOR AC;55KW;102A;4P;380V;B";Installed;SP3.SP.22/M;1869;https://www.safesave.info/MIC.php?id=Fajar-MotorList1869;2023-10-21 12:20:28
EMO000076;FP-01-SP3-OCC-SR02;;"AC MOTOR;380V,50Hz,55kW,4P,250S,B3";Installed;SP3.SP.20/M;1870;https://www.safesave.info/MIC.php?id=Fajar-MotorList1870;2023-10-21 12:20:29
EMO003528;FP-01-SP3-OCC-SR01;;"AC MOTOR;3000V,50Hz,315kW,6P,450M,B3";Installed;SP3.SP.19/M;1871;https://www.safesave.info/MIC.php?id=Fajar-MotorList1871;2023-10-21 12:20:30
EMO001003;FP-01-SP3-OCC-RF02;;"MOTOR AC;750KW;200,7A;12P;3000V;B";Installed;SP3.SP.33/M;1872;https://www.safesave.info/MIC.php?id=Fajar-MotorList1872;2023-10-21 12:20:31
EMO000844;FP-01-SP3-OCC-PU02-SLPG;10010890;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";Installed;SP3.SP.12/M;1873;https://www.safesave.info/MIC.php?id=Fajar-MotorList1873;2023-10-21 12:20:32
EMO000863;FP-01-SP3-OCC-PU02-RAGG;;"MOTOR AC;0,55KW;1,9A;4P;380V;";Installed;SP3.SP.14/M;1874;https://www.safesave.info/MIC.php?id=Fajar-MotorList1874;2023-10-21 12:20:33
EMO000857;FP-01-SP3-OCC-PU02-P003;;"AC MOTOR;380V,50Hz,55kW,4P,225S,B3";Installed;SP3.PUL2.P3/M;1875;https://www.safesave.info/MIC.php?id=Fajar-MotorList1875;2023-10-21 12:20:34
EMO000861;FP-01-SP3-OCC-PU02-HYPG;10010669;"AC MOTOR;380V,50HZ,75KW,6P,143A,B";Installed;SP3.SP.10/M;1876;https://www.safesave.info/MIC.php?id=Fajar-MotorList1876;2023-10-21 12:20:35
EMO000854;FP-01-SP3-OCC-PU02;;"MOTOR AC;600KW;131,5A;4P;3000V;B";Installed;SP3.PUL2.GB/M;1877;https://www.safesave.info/MIC.php?id=Fajar-MotorList1877;2023-10-21 12:20:36
EMO000846;FP-01-SP3-OCC-PU01-TRSW;;"MOTOR;3KW";Installed;SP3.SP.05A/M;1878;https://www.safesave.info/MIC.php?id=Fajar-MotorList1878;2023-10-21 12:20:37
EMO000847;FP-01-SP3-OCC-PU01-TRSW;;"MOTOR;3.5KW";Installed;SP3.SP.05B/M;1879;https://www.safesave.info/MIC.php?id=Fajar-MotorList1879;2023-10-21 12:20:38
EMO002734;FP-01-SP3-OCC-PU01-SLPG;10010870;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";Installed;SP3.SP.11/M;1880;https://www.safesave.info/MIC.php?id=Fajar-MotorList1880;2023-10-21 12:20:39
EMO000851;FP-01-SP3-OCC-PU01-RAGG;;"MOTOR AC;0,55KW;1,9A;4P;380V;";Installed;SP3.SP.13/M;1881;https://www.safesave.info/MIC.php?id=Fajar-MotorList1881;2023-10-21 12:20:40
EMO000848;FP-01-SP3-OCC-PU01-P095;;"MOTOR;3.7KW";Installed;SP3.SP.05C/M;1882;https://www.safesave.info/MIC.php?id=Fajar-MotorList1882;2023-10-21 12:20:41
EMO001063;FP-01-SP3-OCC-PU01-P002;10010870;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";Installed;SP3.PUL1.P2/M;1883;https://www.safesave.info/MIC.php?id=Fajar-MotorList1883;2023-10-21 12:20:42
EMO003396;FP-01-SP3-OCC-PU01-P001;10024192;"MOTOR;75KW;144A;4P;B";Installed;SP3.PUL1.P1/M;1884;https://www.safesave.info/MIC.php?id=Fajar-MotorList1884;2023-10-21 12:20:43
EMO000979;FP-01-SP3-OCC-PU01-OU01;10010870;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";Installed;SP3.PUL1.OIL.P/M;1885;https://www.safesave.info/MIC.php?id=Fajar-MotorList1885;2023-10-21 12:20:44
EMO000852;FP-01-SP3-OCC-PU01-HYPG;10010669;"AC MOTOR;380V,50HZ,75KW,6P,143A,B";Installed;SP3.SP.09/M;1886;https://www.safesave.info/MIC.php?id=Fajar-MotorList1886;2023-10-21 12:20:45
EMO003074;FP-01-SP3-OCC-PU01;;"AC MOTOR;3000V,50Hz,600kW,4P,450B,B3";Installed;SP3.PUL1.GB/M;1887;https://www.safesave.info/MIC.php?id=Fajar-MotorList1887;2023-10-21 12:20:46
EMO000987;FP-01-SP3-OCC-FR02;;"MOTOR AC;250KW;59,2A;6P;3000V;B";Installed;SP3.SP.24/M;1888;https://www.safesave.info/MIC.php?id=Fajar-MotorList1888;2023-10-21 12:20:47
EMO003325;FP-01-SP3-OCC-FR01;;"AC MOTOR;3000V,50Hz,250kW,6P,355L,B3";Installed;SP3.SP.23/M;1889;https://www.safesave.info/MIC.php?id=Fajar-MotorList1889;2023-10-21 12:20:48
EMO000856;FP-01-SP3-OCC-CN02;;"MOTOR AC;11KW;28,5A;4P;380V;";Installed;SP3.CON2.GB/M;1890;https://www.safesave.info/MIC.php?id=Fajar-MotorList1890;2023-10-21 12:20:49
EMO000842;FP-01-SP3-OCC-CN01;;"MOTOR;11KW";Installed;SP3.CON1.GB/M;1891;https://www.safesave.info/MIC.php?id=Fajar-MotorList1891;2023-10-21 12:20:50
EMO000585;FP-01-SP3-OCC-CL02-P192;10011051;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";Available;SP3.P.05;1892;https://www.safesave.info/MIC.php?id=Fajar-MotorList1892;2023-10-21 12:20:51
EMO001002;FP-01-SP3-BRS-TH09;;"MOTOR AC;0,5HP;1,5A;4P;380V;V";Installed;SP3.BR05/GB2/M;1893;https://www.safesave.info/MIC.php?id=Fajar-MotorList1893;2023-10-21 12:20:52
EMO002878;FP-01-SP3-BRS-TH09;10011069;"AC MOTOR;380V,50Hz,7.5kW,4P";Installed;SP3.BR05/GB1/M;1894;https://www.safesave.info/MIC.php?id=Fajar-MotorList1894;2023-10-21 12:20:53
EMO001939;FP-01-SP3-BRS-T027-P041;10010563;MOTOR,225M/4,ASGEN,45KW,83A,4P;Installed;SP3.C28/P36/M;1895;https://www.safesave.info/MIC.php?id=Fajar-MotorList1895;2023-10-21 12:20:54
EMO000919;FP-01-SP3-BRS-T027-P040;;"AC MOTOR;380V,50Hz,22kW,4P,180M,B3";Installed;SP3.C28/P35/M;1896;https://www.safesave.info/MIC.php?id=Fajar-MotorList1896;2023-10-21 12:20:55
EMO000918;FP-01-SP3-BRS-T027-A019;10010694;"AC MOTOR;380V,50HZ,90KW,6P,B";Installed;SP3.C28/AGT14/M;1897;https://www.safesave.info/MIC.php?id=Fajar-MotorList1897;2023-10-21 12:20:56
EMO000917;FP-01-SP3-BRS-T026-P039;;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";Installed;SP3.C27/P38/M;1898;https://www.safesave.info/MIC.php?id=Fajar-MotorList1898;2023-10-21 12:20:57
EMO000916;FP-01-SP3-BRS-T026-A018;;"MOTOR AC;22KW;46,7A;6P;380V;B";Installed;SP3.C27/AGT27/M;1899;https://www.safesave.info/MIC.php?id=Fajar-MotorList1899;2023-10-21 12:20:58
EMO000985;FP-01-SP3-BRS-SR15;;"MOTOR AC;55KW;105A;4P;380V;B";Installed;SP3.BR04/M;1900;https://www.safesave.info/MIC.php?id=Fajar-MotorList1900;2023-10-21 12:20:59
EMO001007;FP-01-SP3-BRS-DEF3;;"MOTOR AC;150KW;274A;4P;380V;B";Installed;PM3.BR03/M;1901;https://www.safesave.info/MIC.php?id=Fajar-MotorList1901;2023-10-21 12:21:00
EMO001567;FP-01-SP3-APS-T022-P036;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";Installed;SP3.C23/P28/M;1902;https://www.safesave.info/MIC.php?id=Fajar-MotorList1902;2023-10-21 12:21:01
EMO003425;FP-01-SP3-APS-T021-P035;10011053;"MOTOR AC;132KW;242A;4P;380V;B";Installed;SP3.C22/P26/M;1903;https://www.safesave.info/MIC.php?id=Fajar-MotorList1903;2023-10-21 12:21:02
EMO000911;FP-01-SP3-APS-T021-A017;;"MOTOR AC;55KW;108A;6P;380V;B";Installed;SP3.C22/AGT12/M;1904;https://www.safesave.info/MIC.php?id=Fajar-MotorList1904;2023-10-21 12:21:04
EMO003328;FP-01-SP3-APS-T020-P121;;"MOTOR;15KW;4P;29A;380 V";Installed;SP7.P-2-26/M;1905;https://www.safesave.info/MIC.php?id=Fajar-MotorList1905;2023-10-21 12:21:05
EMO001583;FP-01-SP3-APS-T020-P034;;"AC MOTOR;380V,50Hz,30kW,6P,225M,V5";Available;SP3.C21/P25/M;1906;https://www.safesave.info/MIC.php?id=Fajar-MotorList1906;2023-10-21 12:21:06
EMO000909;FP-01-SP3-APS-T020-A016;;"MOTOR AC;75KW;143A;6P;380V;B";Installed;SP3.C21/AGT13/M;1907;https://www.safesave.info/MIC.php?id=Fajar-MotorList1907;2023-10-21 12:21:07
EMO001680;FP-01-PM3-WRS-T102-P110;10010683;"AC MOTOR;380V,50HZ,55kW,4P,250S,B3";Installed;PM3.P-72/M;1908;https://www.safesave.info/MIC.php?id=Fajar-MotorList1908;2023-10-21 12:21:08
EMO000969;FP-01-PM3-WRS-T076;;MOTOR;Installed;PM3-SWECO/GB2/M;1909;https://www.safesave.info/MIC.php?id=Fajar-MotorList1909;2023-10-21 12:21:09
EMO000968;FP-01-PM3-WRS-T075;;MOTOR;Installed;PM3-SWECO/GB1/M;1910;https://www.safesave.info/MIC.php?id=Fajar-MotorList1910;2023-10-21 12:21:10
EMO003614;FP-01-PM3-WRS-T036-P075;10010926;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";Installed;SP3.C37.P87/M;1911;https://www.safesave.info/MIC.php?id=Fajar-MotorList1911;2023-10-21 12:21:11
EMO000939;FP-01-PM3-WRS-T036-P060;;"AC MOTOR;380V,50Hz,55kW,2P,25M,B3";Installed;SP3.C37/P58/M;1912;https://www.safesave.info/MIC.php?id=Fajar-MotorList1912;2023-10-21 12:21:12
EMO000938;FP-01-PM3-WRS-T036-P059;;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";Installed;SP3.C37/P57/M;1913;https://www.safesave.info/MIC.php?id=Fajar-MotorList1913;2023-10-21 12:21:13
EMO000488;FP-01-PM3-WRS-T035-P058;;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";Installed;SP3.C36.P82/M;1914;https://www.safesave.info/MIC.php?id=Fajar-MotorList1914;2023-10-21 12:21:14
EMO004926;FP-01-PM3-WRS-T034-P057;10010549;"AC MOTOR;380V,50Hz,30kW,4P,200M,B3";Installed;SP3.C35.P81/M;1915;https://www.safesave.info/MIC.php?id=Fajar-MotorList1915;2023-10-21 12:21:15
EMO003123;FP-01-PM3-WRS-T033-P056;10010898;"AC MOTOR;380V,50Hz,90kW,2P,280M,B3";Installed;PM3.C34.P84A/M;1916;https://www.safesave.info/MIC.php?id=Fajar-MotorList1916;2023-10-21 12:21:16
EMO000934;FP-01-PM3-WRS-T033-P055;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";Installed;SP3.C34/P80/M;1917;https://www.safesave.info/MIC.php?id=Fajar-MotorList1917;2023-10-21 12:21:17
EMO003956;FP-01-PM3-WRS-T033-P054;10010686;"AC MOTOR;380V,50Hz,110kW,2P,280M,B3";Installed;PM3.C34/P84/M;1918;https://www.safesave.info/MIC.php?id=Fajar-MotorList1918;2023-10-21 12:21:18
EMO000932;FP-01-PM3-WRS-T033-P053;;"AC MOTOR;380V,50Hz,75kW,2P,250S,B3";Installed;SP3.C34/P55/M;1919;https://www.safesave.info/MIC.php?id=Fajar-MotorList1919;2023-10-21 12:21:19
EMO002899;FP-01-PM3-WRS-T033-P052;;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";Installed;SP3.C34/P54/M;1920;https://www.safesave.info/MIC.php?id=Fajar-MotorList1920;2023-10-21 12:21:20
EMO001881;FP-01-PM3-VAS-VP09;;"AC MOTOR;380V,50Hz,15kW,6P,180L,B3";Installed;PM3.VP09/M;1921;https://www.safesave.info/MIC.php?id=Fajar-MotorList1921;2023-10-21 12:21:21
