id;status;sort_field;funcloc;material_number;equipment_description;unique_id;qr_code_link;created_at
EMO002107;Available;SP2.ND.C4/AGT2/M;;10011070;"MOTOR AC;7,5KW;16A;6P;380V;B";;;2023-11-21 09:44:19
EMO002111;Available;SP2.ND.T6/AGT/M;;10031202;"AC MOTOR;380V,50Hz,18.5kW,6P,200L,B3";;;2023-11-21 09:44:20
EMO002121;Available;SP2.ND.C1B/AGT/M;;;"MOTOR AC;15KW;31,9A;6P;380V;B";;;2023-11-21 09:44:21
EMO002122;Available;PM2.VAC.T(DLG)9/P1/M;;10011015;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";;;2023-11-21 09:44:22
EMO002136;Available;SP2.PUL1/GB/M;;10010710;"AC MOTOR;3000V,50Hz,400kW,4P,B3";;;2023-11-21 09:44:23
EMO002139;Available;CORE.SLITT.MC/HYD.PMP/M;;10010528;MOTOR, Y2 100 L1-4,WUXIHUADA,1450,2.2 KW;;;2023-11-21 09:44:24
EMO002142;Available;SP2.OC.ADS1/M;;10031176;"AC MOTOR;3000V,50Hz,220KW,6P,400M,B3";;;2023-11-21 09:44:26
EMO002143;Available;SP2.OC.ADS2/M;;10031176;"AC MOTOR;3000V,50Hz,220KW,6P,400M,B3";;;2023-11-21 09:44:27
EMO002144;Available;SP2.OC.ADS3/M;;10031176;"AC MOTOR;3000V,50Hz,220KW,6P,400M,B3";;;2023-11-21 09:44:28
EMO002146;Available;SP2.OC.PS(F)1/M;;10011050;"AC MOTOR;380V,50Hz,110kW,6P,315M,B3";;;2023-11-21 09:44:29
EMO002147;Available;SP2.OC.PS(F)2/M;;10024161;"AC MOTOR;380V,50Hz,75kW,6P,315S,B3";;;2023-11-21 09:44:30
EMO002148;Available;SP2.OC.PS(F)3/M;;10027763;"AC MOTOR;380V,50HZ,37KW,6P,250M,B";;;2023-11-21 09:44:31
EMO002160;Available;SP2.OC.C6/P3/M;;10010980;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";;;2023-11-21 09:44:32
EMO002174;Available;SP2.OC.C4/AGT2/M;;10010856;"AC MOTOR;380V,50Hz,37kW,6P,250M,B5";;;2023-11-21 09:44:33
EMO002177;Available;PM2.RE(BH).UNW/M;;10029221;"DC MOTOR;440V,50Hz,220kW,6P";;;2023-11-21 09:44:34
EMO002183;Available;SP1.MXW.TH13.GB/M;;10010643;"AC MOTOR;380V,50Hz,37kW,4P,200L,B3";;;2023-11-21 09:44:35
EMO002198;Available;;;10023252;DELETE;;;2023-11-21 09:44:36
EMO002200;Available;;;;DELETE;;;2023-11-21 09:44:37
EMO002201;Available;;;;DELETE;;;2023-11-21 09:44:38
EMO002202;Available;;;;DELETE;;;2023-11-21 09:44:39
EMO002212;Available;GT1-GTG-COOL-88TK-2/M;;10010921;"AC MOTOR;380V,50Hz,45kW,2P,225M,B3";;;2023-11-21 09:44:40
EMO002213;Available;GT1-GTG-CWAT-88CT1/M;;;FIN FAN COOLING UNIT MOTOR NO 1;;;2023-11-21 09:44:41
EMO002214;Available;GT1-GTG-CWAT-88CT2/M;;;FIN FAN COOLING UNIT MOTOR NO 2;;;2023-11-21 09:44:42
EMO002215;Available;GT1-GTG-CWAT-88CT3/M;;;FIN FAN COOLING UNIT MOTOR NO 3;;;2023-11-21 09:44:43
EMO002217;Available;GT1.TRB.HEVE.BL05/PF-1/M;;10030554;PRESSUREZING FAN,88PF GT#1 VH602.2 MOTOR;;;2023-11-21 09:44:44
EMO002243;Available;GT2-GTG-HVEN-88VG-1/M;;10023294;MOTOR,IL200L-10,11KW,380V,27.7A;;;2023-11-21 09:44:45
EMO002246;Available;GT2.TRB.HEVE.BL05/88VL-2/M;;10023090;MOTOR,ILA.71064AA10Z,2.2KW,400V,SIEMENS;;;2023-11-21 09:44:46
EMO002291;Available;IN1-AGF-FDFN-MSERVO;;10024505;MOTOR CONTROL,MCHT-100C,TOHO SEISAKUSHO;;;2023-11-21 09:44:47
EMO002292;Available;IN1.AFG.BL02/I.DRAFT.FAN/M;;10034552;"AC MOTOR;380V,50Hz,200kW,4P,315M,B3";;;2023-11-21 09:44:48
EMO002304;Available;IN2-WFF-X101-M/BOOSTER;;10023276;MOTOR,CRUSHER X-101,HSX16042,HYOSUNG;;;2023-11-21 09:44:49
EMO002330;Available;IN2-INF-V201-M1/V201 A;;10025832;MOTOR,VIBRATING,TYPE 156,1.5KW,3.5A,6P;;;2023-11-21 09:44:50
EMO002331;Available;IN2-INF-C203-M/C203;;10023280;MOTOR SAND CIRCULATING ELEVATOR;;;2023-11-21 09:44:51
EMO002359;Available;IN2-ASF-F501-M/F501;;10023286;"AC MOTOR;3000V,50Hz,550kW,2P,400G,B3";;;2023-11-21 09:44:52
EMO002373;Available;;;10011036;"AC MOTOR;380V,50Hz,2.2kW,4P,100L,B5";;;2023-11-21 09:44:53
EMO002398;Available;SP3.PUL1.P2/M;;10010870;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";;;2023-11-21 09:44:54
EMO002424;Available;CFB.CSD.SPSR.EMS1/SPR1/M;;10022931;"AC MOTOR;380V,50Hz,1.1kW,6P,90L,B3";;;2023-11-21 09:44:55
EMO002427;Available;CFB.CSD.SPSR.EMS2/SPR2/M;;10022931;"AC MOTOR;380V,50Hz,1.1kW,6P,90L,B3";;;2023-11-21 09:44:56
EMO002428;Available;CFB.CSD.SPSR.EMS5/SPR5/M;;10022931;"AC MOTOR;380V,50Hz,1.1kW,6P,90L,B3";;;2023-11-21 09:44:57
EMO002456;Available;WW1.PRT.CLA1/GB/M;;10010986;"AC MOTOR;380V,50Hz,2.2KW,4P,100L,B3";;;2023-11-21 09:44:58
EMO002478;Available;SP1.MW.T3/P2/M;;10011051;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";;;2023-11-21 09:44:59
EMO002479;Available;;;10010933;MOTOR,MF09LB104-132030066TK,KONE,1,3/0,3;;;2023-11-21 09:45:00
EMO002480;Available;CORE SLITTER/MAIN MOTOR;;;"MOTOR;MAIN;CORE SLITTING MCHN";;;2023-11-21 09:45:01
EMO002516;Available;WT2.SC.SW(PM5)/M;;10010905;"AC MOTOR;380V,50Hz,55kW,4P,225S,B3";;;2023-11-21 09:45:02
EMO002517;Available;WT2.SC.SW(PM7)/M;;10010634;MOTOR,AC,1LA218,SIEMENS,55KW,103A,4P380V;;;2023-11-21 09:45:03
EMO002519;Available;CORE.SLITT.MC/C.CHUCK/M;;;Core Chuck Motor;;;2023-11-21 09:45:04
EMO002520;Available;CORE.SLITT.MC/SHIFTER/M;;;Shifter Motor;;;2023-11-21 09:45:05
EMO002521;Available;CORE.SLITT.MC/UNW/M;;;Unwinder Motor;;;2023-11-21 09:45:06
EMO002530;Available;PM2.LUB.GP2A/M;;10011047;"AC MOTOR;380V,50Hz,1.5kW,90L,B3";;;2023-11-21 09:45:07
EMO002541;Available;SIMPLEX 2.8/MAIN M/BLW/M;;10010910;"AC MOTOR;380V,50Hz,1.5kW,2P,90L,V1";;;2023-11-21 09:45:08
EMO002550;Available;INC.M13B/P1/M;;10011058;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";;;2023-11-21 09:45:09
EMO002551;Available;INC.M14A/P2/M;;;MOTOR DRAIN PUMP NO.2;;;2023-11-21 09:45:10
EMO002554;Available;;;;MOTOR;;;2023-11-21 09:45:11
EMO002588;Available;SP7.M-2-2/P(OL)/M;;10010806;"AC MOTOR;380V,50Hz,2.2kW,6P,112M,B3";;;2023-11-21 09:45:12
EMO002594;Available;PM3.T2.LUB/P2/M;;10010590;"AC MOTOR;380V,50Hz,7.5kW,6P,160M,B3";;;2023-11-21 09:45:13
EMO002607;Available;WS.CRN2.KONE 30T(HST2)/M;;10010937;"CRANE MOTOR;380V,50Hz,30/5KW,2/6P,20/57A";;;2023-11-21 09:45:14
EMO002609;Available;SP7.CRN.DE.16T.B/M;;10010631;MOTOR,AC,KBH140B4,DEMAG,11.4KW,32A,380V;;;2023-11-21 09:45:15
EMO002618;Available;SP2.OCC.T125.P147/P/M;;10010891;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";;;2023-11-21 09:45:16
EMO002631;Available;PM7.RHD.;;10010550;MOTOR,1821.140.010,118W,6,5A,24V;;;2023-11-21 09:45:17
EMO002633;Available;;;;MOTOR;;;2023-11-21 09:45:18
EMO002655;Available;SP1.PUL7/POIRE SCREEN/P1/M;;10010690;"AC MOTOR;380KW,50Hz,55kW,4P,250M,B3";;;2023-11-21 09:45:19
EMO002658;Available;PM2.G1.DYC1A/M;;10026041;"DC MOTOR;460V,50Hz,45kW,74A,1440RPM";;;2023-11-21 09:45:20
EMO002660;Available;PM7.P217/M;;10010607;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B5";;;2023-11-21 09:45:21
EMO002661;Available;;;;"MOTOR;25KW,2920RPM";;;2023-11-21 09:45:22
EMO002673;Available;;;10010985;"MOTOR;DC,24V,6.5A,118W,4500RPM";;;2023-11-21 09:45:23
EMO002674;Available;;;10010985;"MOTOR;DC,24V,6.5A,118W,4500RPM";;;2023-11-21 09:45:24
EMO002698;Available;SP3.P-14/M;;10010905;"AC MOTOR;380V,50Hz,55kW,4P,225M,B3";;;2023-11-21 09:45:25
EMO002699;Available;PM5.P-SC-8/M;;10010556;MOTOR,2.2KW,4.95A,4P;;;2023-11-21 09:45:26
EMO002711;Available;PM1.APP4.C(BL)/AGT/M;;10010747;"AC MOTOR;380V,50Hz,22kW,6P,200L,B3";;;2023-11-21 09:45:27
EMO002728;Available;CH1.CLA.T1/AGT/M(CLARIFLOCK);;10010892;"AC MOTOR;380V,50Hz,1.5kW,4P,90L,V1";;;2023-11-21 09:45:28
EMO002745;Available;CH1.CS.T8/P1/M;;10010816;MOTOR,FMCB,3,7KW,5HP,2P;;;2023-11-21 09:45:29
EMO002748;Available;UTL.COM.DSD2/M;;10024572;"AC MOTOR;400V,50Hz,132W,4P,315M,B5";;;2023-11-21 09:45:30
EMO002764;Available;WS1.GRD.SAXW/M(LUB.OIL);;10010876;"AC MOTOR;380V,50Hz,0.67kW,6P,80M,B3";;;2023-11-21 09:45:31
EMO002769;Available;;;10010784;"DC MOTOR;440V,45kW,112A,G277,AEG";;;2023-11-21 09:45:32
EMO002776;Available;WW1.PRT.CLA1/GB/M;;10010986;MOTOR,AC,QU 100L4,ABB,2.2KW,4.9A,4P,380V;;;2023-11-21 09:45:33
EMO002779;Available;PM1.HP1.TCR1.SW(O)/E;;10011033;"AC MOTOR;380V,50Hz,0.12kW,4P";;;2023-11-21 09:45:34
EMO002793;Available;SP3.C43.P52/M;;10011096;"AC MOTOR;380V,50HZ,5.5KW,4P";;;2023-11-21 09:45:35
EMO002798;Available;SP3.C31/P27/M;;10010900;"AC MOTOR;380V,50Hz,450kW,6P,400L,B3";;;2023-11-21 09:45:36
EMO002804;Available;PM3.REW.MOVEMENT.MOTOR/M;;;Movement Motor;;;2023-11-21 09:45:37
EMO002815;Available;SP1.ON.DDR3/M;;10011073;"AC MOTOR;380V,50Hz,75kW,2P,16A";;;2023-11-21 09:45:38
EMO002831;Available;EQUIPMENT SCRAP;;10011123;"AC MOTOR;380V,50Hz,2.2kW,2P,90L,B3";;;2023-11-21 09:45:39
EMO002841;Available;;;10011111;MOTOR,AC,180 M HWADA,22KW,41.1A,2P,380V;;;2023-11-21 09:45:40
EMO002842;Available;;;10020919;MOTOR,AC,AEEBPA,TECO,110KW,205A,4P,380V;;;2023-11-21 09:45:41
EMO002845;Available;SP8.BRS/J1PE20BM01V01-M04;;10010910;"AC MOTOR;380V,50Hz,1.5kW,2P,90L,B3";;;2023-11-21 09:45:42
EMO002846;Available;;;10010916;MOTOR,AC,MBRC 20,ASEA,22KW,33A,4P,380V;;;2023-11-21 09:45:43
EMO002848;Available;;;10010919;MOTOR,AC,MBT 180M,ABB,22KW,38A,2P,380V;;;2023-11-21 09:45:44
EMO002849;Available;;;10010921;MOTOR,AC,MBT 225M,ABB,45KW,82A,2P,380V;;;2023-11-21 09:45:45
EMO002851;Available;;;10010928;"AC MOTOR;380V,50HZ,22KW,4P";;;2023-11-21 09:45:46
EMO002852;Available;;;10011102;MOTOR,AC,WORLD ENERGY,0.4KW,1.1A,4P,380V;;;2023-11-21 09:45:47
EMO002854;Available;SP1.PUL3/M;;10010625;"AC MOTOR;3000V,50HZ,368KW,4P,84A";;;2023-11-21 09:45:48
EMO002856;Available;CFB-CSD-SAF/M;;10011114;"AC MOTOR;380V,50Hz,90kW,4P";;;2023-11-21 09:45:49
EMO002858;Available;PM1.COT.T6/AGT/M;;10011107;"AC MOTOR;380V,50Hz,5.5kW,4P,132M,B3";;;2023-11-21 09:45:50
EMO002861;Available;;;10010739;MOTOR,AC,160M V,ASEA,11KW,22A,4P,380V;;;2023-11-21 09:45:51
EMO002864;Available;;;10010561;MOTOR,AC,200L-2,ASGEN,37KW,71A,2P,380V;;;2023-11-21 09:45:52
EMO002867;Available;WW2.A/O.C4C/AGT/M;;10011117;"AC MOTOR;380V,50Hz,110kW,4P,315S,B3";;;2023-11-21 09:45:53
EMO002869;Available;;;10021036;MOTOR,DC,DX3416,TOYODENKI,37KW,95A,440V;;;2023-11-21 09:45:54
EMO002875;Available;;;10010642;"AC MOTOR;380V,50HZ,37KW,4P,200L,B";;;2023-11-21 09:45:55
EMO002876;Available;;;10010641;MOTOR,AC,AEAEKAV,TECO,22KW,44.3A,4P,380V;;;2023-11-21 09:45:56
EMO002877;Available;SP1.ON.THK1/GB/M;;10010643;"AC MOTOR;380V,50Hz,37kW,4P,200L,B5";;;2023-11-21 09:45:57
EMO002879;Available;;;10011066;MOTOR,AC,AECT,TECO,600KW,140,6A,6P,3000V;;;2023-11-21 09:45:58
EMO002885;Available;;;10021892;"MOTOR,DC;G269,AEG,22.5KW,1470R,57A,440V";;;2023-11-21 09:45:59
EMO002886;Available;;;10020937;MOTOR DC,IGH2224-IBK-10Z,SIEMENZ,99KW;;;2023-11-21 09:46:00
EMO002901;Available;WW1.PRT.THK11/M;;10010643;"AC MOTOR;380V,50HZ,37KW,4P,B";;;2023-11-21 09:46:01
EMO002902;Available;;;10011059;MOTOR,AC,AEEB225S,TECO,37KW,72.7A,4P380V;;;2023-11-21 09:46:02
EMO002904;Available;;;10010685;MOTOR,AC,AEEB250M,TECO,75KW,138A,2P,380V;;;2023-11-21 09:46:03
EMO002911;Available;WW1.PRT.C3/P1/M;;10010653;"AC MOTOR;380V,50Hz,110kW,4P,280M,B3";;;2023-11-21 09:46:04
EMO002912;Available;;;10011062;"AC MOTOR;380V,50HZ,45KW,8P,280S,B";;;2023-11-21 09:46:05
EMO002919;Available;;;10010656;"AC MOTOR;380V,50HZ,132KW,6P,315M,B";;;2023-11-21 09:46:06
EMO002921;Available;CORE CUTTER MACHINE2/M;;10011046;"AC MOTOR;380V,50HZ,1.5KW,4P";;;2023-11-21 09:46:07
EMO002928;Available;;;10010766;MOTOR,AC,AEFLV,CELLIER,1.1KW,3.6A,4P380V;;;2023-11-21 09:46:08
EMO002930;Available;SP1.PUL9/GB/M;;10011057;"AC MOTOR;3000V,50Hz,300kW,8P,450M,B3";;;2023-11-21 09:46:09
EMO002933;Available;SP1.CON9/GB/M;;10010713;MOTOR,AC,AERAV-UK,TECO,11KW,23.1A,6P380V;;;2023-11-21 09:46:10
EMO002936;Available;;;10010699;MOTOR,AC,AM315MS4,AEG,132KW,244A,4P,380V;;;2023-11-21 09:46:11
EMO002937;Available;;;10010700;"AC MOTOR;380V,50HZ,250KW,4P,355L,B";;;2023-11-21 09:46:12
EMO002939;Available;CH1.STA.T13/P2/M;;10020633;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";;;2023-11-21 09:46:13
EMO002942;Available;;;10011073;MOTOR,AC,EEK280S,TECO,75KW,116A,2P,380V;;;2023-11-21 09:46:14
EMO002944;Available;;;10011072;MOTOR,AC,ETEBDV,TECO,7.5KW,16.2A,4P,380V;;;2023-11-21 09:46:15
EMO002945;Available;;;10011122;MOTOR,AC,FEL,YASKAWA,0.75KW,2A,4P,380V;;;2023-11-21 09:46:16
EMO002946;Available;;;10011032;MOTOR,AC,GMTV,SUBAKI,0.75KW,1.8A,4P,380V;;;2023-11-21 09:46:17
EMO002947;Available;;;10010975;MOTOR,AC,HF90L,SEIMEC,1.8KW,4.56A,4P380V;;;2023-11-21 09:46:18
EMO002950;Available;;;10010604;MOTOR,AC,HXR315MB,ABB,160KW,298A,4P,380V;;;2023-11-21 09:46:19
EMO002953;Available;;;10011083;MOTOR,AC,HXR355MA,ABB,315KW,570A,4P,380V;;;2023-11-21 09:46:20
EMO002956;Available;PM1.CWR.T2/P3/M;;10011025;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";;;2023-11-21 09:46:21
EMO002958;Available;;;10011031;MOTOR,AC,HZUR,STROMBERG,7KW,17A,2P,380V;;;2023-11-21 09:46:22
EMO002960;Available;;;10010584;MOTOR,AC,IK,TUNGLEE,0.37KW,0.9A,4P,380V;;;2023-11-21 09:46:23
EMO002961;Available;P-2-2/M;;10010867;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";;;2023-11-21 09:46:24
EMO002962;Available;SP1.PUL6/GB/M;;10011014;"AC MOTOR;380V,50Hz,250kW,4P,355M,B3";;;2023-11-21 09:46:25
EMO002963;Available;;;10011013;MOTOR,AC,IRA,SIEMENS,1700KW,395A,10P,3KV;;;2023-11-21 09:46:26
EMO002964;Available;;;10010592;MOTOR,AC,K,GE,15KW,30.6A,4P,380V;;;2023-11-21 09:46:27
EMO002965;Available;;;10010969;MOTOR,AC,K,GE,5.5KW,12.6A,4P,380V;;;2023-11-21 09:46:28
EMO002968;Available;CH1.STA.T17/P1/M;;10010621;"AC MOTOR;380V,50HZ,7.5KW,2P";;;2023-11-21 09:46:29
EMO002970;Available;SP2.ND.DDR.LUB/T(OI)/P(G)2/M;;10010956;"AC MOTOR;380V,50Hz,0.55kW,4P,80M,B5";;;2023-11-21 09:46:30
EMO002972;Available;;;10010894;MOTOR,AC,M2BA160M,ABB,4KW,10.2A,8P,380V;;;2023-11-21 09:46:31
EMO002981;Available;;;10010955;MOTOR,AC,MBM250M,ASEA,45KW,79A,4P,380V;;;2023-11-21 09:46:32
EMO002984;Available;;;10010950;MOTOR,AC,MBT160MV,ABB,11KW,23A,4P,380V;;;2023-11-21 09:46:33
EMO002985;Available;;;10010950;MOTOR,AC,MBT160MV,ABB,11KW,23A,4P,380V;;;2023-11-21 09:46:34
EMO002986;Available;;;10010606;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";;;2023-11-21 09:46:35
EMO002987;Available;;;10010606;MOTOR,AC,MBT180MV,ABB,18.5KW,38A,4P,380V;;;2023-11-21 09:46:36
EMO002989;Available;PM2.APP2.C2/AGT/M;;10010614;"AC MOTOR;380V,50HZ,30KW,6P,200L,B3";;;2023-11-21 09:46:37
EMO002990;Available;;;10010620;MOTOR,AC,MBT250M,ABB,55KW,99A,2P,380V;;;2023-11-21 09:46:38
EMO002994;Available;;;10010887;MOTOR,AC,NLDV,LIGHTNIN,2.2KW,4.7A,4P,380;;;2023-11-21 09:46:39
EMO002995;Available;;;10010567;MOTOR,AC,R30/4-75V, ATB,30 KW,57A,4P,380;;;2023-11-21 09:46:40
EMO002996;Available;STOCK EX-BONGKARAN;;10011009;"AC MOTOR;380V,50Hz,0.75kW,4P,80M,B5";;;2023-11-21 09:46:41
EMO002999;Available;;;10010938;MOTOR,AC,SF,MITSUBISHI, 3.7KW,8A,6P,380V;;;2023-11-21 09:46:42
EMO003001;Available;;;10011036;MOTOR,AC,TCFV,SUMITOMO,2.2KW,5A,4P,380V;;;2023-11-21 09:46:43
EMO003002;Available;;;10011036;MOTOR,AC,TCFV,SUMITOMO,2.2KW,5A,4P,380V;;;2023-11-21 09:46:44
EMO003004;Available;STOCK EX-PROJECT;;10028739;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";;;2023-11-21 09:46:45
EMO003005;Available;PM3.G1.GB/M;;10011085;MOTOR,AC,TFV,LESSON,0.33KW,1.1A,4P,380V;;;2023-11-21 09:46:46
EMO003006;Available;;;10010951;MOTOR,AC,UM112S-4,CONZ,3KW,6.7A,4P,380V;;;2023-11-21 09:46:47
EMO003008;Available;;;10011105;MOTOR,AC,160M,CENTRIPRO11KW,21.5A,2P,380;;;2023-11-21 09:46:48
EMO003009;Available;STOCK GSP NEW MATERIAL GR;;10022784;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";;;2023-11-21 09:46:49
EMO003011;Available;SP1.CL.DSP/CHM/GB/M;;10010974;"AC MOTOR;380V,50Hz,11kW,4P,160M,V1";;;2023-11-21 09:46:50
EMO003014;Available;;;10010720;"AC MOTOR;380V,50Hz,110kW,4P,315M,B";;;2023-11-21 09:46:51
EMO003015;Available;SP3.SP32/M;;10010795;MOTOR,DYNO,RPM1200-120/5314;;;2023-11-21 09:46:52
EMO003017;Available;SP1.CP.PS(C)1/M;;10010857;"AC MOTOR;380V,50Hz,110kW,6P,315M,V5";;;2023-11-21 09:46:53
EMO003018;Available;;;10010612;"AC MOTOR;380V,50HZ,200KW,8P,355M,B3";;;2023-11-21 09:46:54
EMO003019;Available;;;10010611;"AC MOTOR;380V,50HZ,200KW,6P,355S,B3";;;2023-11-21 09:46:55
EMO003021;Available;PM1.VAC.VP8/M;;10010859;"AC MOTOR;380V,50HZ,132KW,6P";;;2023-11-21 09:46:56
EMO003023;Available;;;10011026;MOTOR,AC,HZUR,STROMBERG,11KW,22.9A,4P,38;;;2023-11-21 09:46:57
EMO003024;Available;;;10010881;MOTOR,AC,L80VLEROYSOMER,0.75KW,1.7A,2P,3;;;2023-11-21 09:46:58
EMO003025;Available;;;10010717;MOTOR,AC,L80VLEROYSOMER,1.1KW,2.5A,2P,38;;;2023-11-21 09:46:59
EMO003026;Available;SP2.PUL2/GB/P(G)1/M;;;MOTOR,AC,LS100,LEROYSOMER,3KW,7.2A,4P,38;;;2023-11-21 09:47:00
EMO003028;Available;PM2.VAC.VP7A/M;;10010897;"AC MOTOR;380V,50HZ,200KW,8P,355M,B3";;;2023-11-21 09:47:01
EMO003029;Available;;;10010940;MOTOR,AC,MEZMOHELNICE,0.12KW,0.45A,4P,38;;;2023-11-21 09:47:02
EMO003032;Available;;;10011039;MOTOR,AC,TCFV,SUMITOMO,5.5KW,11.3A,4P,38;;;2023-11-21 09:47:03
EMO003033;Available;;;10011042;MOTORAC,AEAFK/04,TECO,5.5KW,12.1A,4P380V;;;2023-11-21 09:47:04
EMO003036;Available;CORE CUTTER MACHINE2/M;;10011123;"AC MOTOR;380V,50HZ,2.2KW,2P";;;2023-11-21 09:47:05
EMO003046;Available;;;10010680;MOTOR,AC,AEEB200L,30KW,57.7A,2P,380V;;;2023-11-21 09:47:06
EMO003051;Available;EQUIPMENT SCRAP;;10010686;"AC MOTOR;380V,50Hz,90kW,2P,280M,B3";;;2023-11-21 09:47:07
EMO003055;Available;;;10010557;MOTOR,AC,C355CV,ASGEN,147KW,294A,8P,380V;;;2023-11-21 09:47:08
EMO003056;Available;;;10010777;MOTOR,AC,F90LVSUMITOMO,1.5KW,3.5A,4P,380;;;2023-11-21 09:47:09
EMO003057;Available;PM2.SWR.T2/P2/M;;10010854;"AC MOTOR;380V,50Hz,90kW,2P,280M,B3";;;2023-11-21 09:47:10
EMO003061;Available;;;10011001;MOTOR,AC,MA80AV,ROSSI,0.55KW,1.6A,4P,380;;;2023-11-21 09:47:11
EMO003062;Available;;;10010738;"AC MOTOR;380V,50HZ,110KW,4P,315S";;;2023-11-21 09:47:12
EMO003066;Available;;;10011096;MOTOR,AC,UT,US ELECTRIC,5.5KW,12A,4P380V;;;2023-11-21 09:47:13
EMO003067;Available;;;10011042;MOTOR,AC,AEEB132S,TECO,5.5KW,12.1A,4P380;;;2023-11-21 09:47:14
EMO003068;Available;SP1.ON.C4/P1/M;;10010562;"MOTOR AC;37KW;71A;4P;380V;B";;;2023-11-21 09:47:15
EMO003072;Available;;;10011039;MOTOR,AC,TCFV,SUMITOMO,5.5KW,11.3A,4P,38;;;2023-11-21 09:47:16
EMO003073;Available;SP8.OCC/M-31B(M);;10011053;"AC MOTOR;380V,50Hz,132kW,4P,315S,B3";;;2023-11-21 09:47:17
EMO003075;Available;EQUIPMENT SCRAP;;10010712;"AC MOTOR;3000V,50Hz,300kW,6P,400AC,B3";;;2023-11-21 09:47:18
EMO003077;Available;;;10010647;MOTOR,AC,AECT,TECO,800HP,131.5A,4P,3000V;;;2023-11-21 09:47:19
EMO003078;Available;;;10010756;MOTOR,BOTTOM SLITTER,MK137-2DK 07N;;;2023-11-21 09:47:20
EMO003079;Available;;;10020950;MOTOR,AC,HXR 315,ABB,132KW,252A,4P,380V;;;2023-11-21 09:47:21
EMO003080;Available;;;10011119;"AC MOTOR;380V,50HZ,160KW,6P,355M,B3";;;2023-11-21 09:47:22
EMO003081;Available;M-31/M;;10010644;MOTOR,AC,AECT,TECO,1100KW,259A,6P,3000V;;;2023-11-21 09:47:23
EMO003085;Available;;;10010558;MOTOR,AC,AEJC315AB,TECO,200KW,355A,4P,38;;;2023-11-21 09:47:24
EMO003086;Available;;;10010594;MOTOR,AC,AEJKKA,TECO,350KW,79,7A,8P,3000;;;2023-11-21 09:47:25
EMO003088;Available;;;10010526;MOTOR,AC,HWADA,315L,110KW,207A,6P,380V;;;2023-11-21 09:47:26
EMO003090;Available;;;10011120;MOTOR,AC,315L,HWADA,90KW,178A,8P,380V;;;2023-11-21 09:47:27
EMO003098;Available;;;10020775;MOTOR,3PHASE HVC-022,0,2KW,0,5A,2P,380V;;;2023-11-21 09:47:28
EMO003105;Available;CH1.STA.T3/P1/M;;10010923;"AC MOTOR;380V,50HZ,7.5KW,4P";;;2023-11-21 09:47:29
EMO003106;Available;;;10011019;MOTOR,SK80L/4 BRE10,0,75KW,380V;;;2023-11-21 09:47:30
EMO003108;Available;;;10011048;MOTOR,AC,AEEB100L,TECO,1.5KW,4A,6P,380V;;;2023-11-21 09:47:31
EMO003115;Available;SP1.CP.DKC1/P1/M;;10010669;"AC MOTOR;380V,50Hz,75kW,6P,280M,B3";;;2023-11-21 09:47:32
EMO003118;Available;SP1.ON.C4/P1/M;;;"MOTOR AC;37KW;71A;4P;380V;B";;;2023-11-21 09:47:33
EMO003120;Available;;;10010557;MOTOR,AC,C355CV,ASGEN,147KW,294A,8P,380V;;;2023-11-21 09:47:34
EMO003121;Available;;;10011035;MOTORAC,M2046727SUMITOMO1.5KW3.5A4P380V;;;2023-11-21 09:47:35
EMO003126;Available;;;10011001;MOTOR,AC,MA80AV,ROSSI,0.55KW,1.6A,4P,380;;;2023-11-21 09:47:36
EMO003127;Available;;;10010738;MOTOR,AC,MBRF,ASEA,110KW,205A,4P,380V;;;2023-11-21 09:47:37
EMO003128;Available;;;10010982;"AC MOTOR;3000V,50HZ,250KW,8P";;;2023-11-21 09:47:38
EMO003131;Available;;;10011096;MOTOR,AC,UT,US ELECTRIC,5.5KW,12A,4P380V;;;2023-11-21 09:47:39
EMO003135;Available;WW1.PRT.SCP2/P2/M;;10010902;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";;;2023-11-21 09:47:40
EMO003142;Available;;;10011120;MOTOR,AC,315L,HWADA,90KW,178A,8P,380V;;;2023-11-21 09:47:41
EMO003143;Available;;;10010801;MOTOR,ELECTRA DRIVE /SSD,650,PARSON;;;2023-11-21 09:47:42
EMO003144;Available;;;10010801;MOTOR,ELECTRA DRIVE /SSD,650,PARSON;;;2023-11-21 09:47:43
EMO003146;Available;SP1.MW.T(DLG)1/P1/M;;10010955;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";;;2023-11-21 09:47:44
